Course ID,Course Name,,,,,,,Ratings,Users Reviewed,Hours,Lectures,Tags
365,Create Websites with HTML & CSS for Beginners,,,,,,,4.5,302,8.5,117,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
366,"HTML5',' CSS3 & JavaScript Workshop: Build 7 Creative Projects",,,,,,,4.1,295,6,51,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
367,Projects in CSS,,,,,,,4.6,294,10,55,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
368,Code Your First Website with HTML & CSS for Kids & Beginners,,,,,,,4.6,291,2,37,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
369,"HTML/CSS Bootcamp - Learn HTML',' CSS',' Flexbox',' and CSS Grid",,,,,,,4.6,288,18.5,144,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
370,HTML & CSS for beginners: Build 3 projects from scratch,,,,,,,4.6,285,4,32,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
371,CSS Bootcamp - Master CSS (Including CSS Grid / Flexbox),,,,,,,4.6,283,11.5,89,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
372,Learn Html5 & CSS3 from scratch,,,,,,,4.8,270,2.5,19,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
373,Intro To HTML & CSS: Web Development For Beginners,,,,,,,4.3,258,4,35,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
374,Complete Web Development Course + Building 5 Websites!,,,,,,,3.6,243,24.5,118,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
375,The Complete HTML and CSS Course For Beginners,,,,,,,4.2,238,3,50,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
376,Getting Started with LESS - Beginner Crash Course,,,,,,,4,237,1.5,21,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
377,CSS and CSS3 For Absolute Beginners,,,,,,,4.1,237,5,32,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
378,CSS Development (with CSS3!),,,,,,,4.4,230,5,32,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
379,Learn and Earn with HTML & CSS,,,,,,,4.5,226,4,69,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
380,Complete HTML & CSS: Learn Web Development with HTML & CSS,,,,,,,4.3,218,6,10,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
381,Learn Advanced CSS3,,,,,,,3.6,210,1.5,21,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
382,Modern Web Design HTML5 CSS3 beginners guide to Websites,,,,,,,4.2,201,3,53,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
383,Step By Step HTML and CSS course for beginners,,,,,,,4.1,197,4,34,"['HTML5','
HTML','
jQuery','
JavaScript','
PHP','
Bootstrap','
Web Design','
Web Development','
WordPress','
Responsive Design','
Front End Web Development','
React','
Android Development','
GitHub','
Java','
SQL','
C++','
Unity']"
384,PHP for Beginners - Become a PHP Master - CMS Project,,,,,,,4.4,15467,38,344,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
385,PHP with Laravel for beginners - Become a Master in Laravel,,,,,,,4.4,7538,32,336,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
386,Learn Object Oriented PHP By Building a Complete Website,,,,,,,4.1,7304,4.5,33,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
387,PHP OOP: Object Oriented Programming for beginners + Project,,,,,,,4.4,2706,18.5,224,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
388,Object Oriented PHP & MVC,,,,,,,4.7,2649,6.5,44,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
389,Learn PHP Fundamentals From Scratch,,,,,,,3.8,2176,2,10,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
390,Build a Social Network from Scratch: JavaScript PHP + MySQL,,,,,,,4.6,1965,16.5,179,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
391,The Complete PHP MYSQL Professional Course with 5 Projects,,,,,,,4.3,1828,20,150,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
392,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,,,,,,,4.2,1501,20,144,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
393,Make a Spotify Clone from Scratch: JavaScript PHP and MySQL,,,,,,,4.7,1293,15,169,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
394,PHP for Beginners: How to Build an E-Commerce Store,,,,,,,4.4,1196,14.5,138,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
395,Learn PHP Programming From Scratch,,,,,,,4,911,51.5,378,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
396,Projects in PHP and MySQL,,,,,,,4,911,20,78,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
397,Object Oriented Programming (OOP) in PHP - Build An OOP Site,,,,,,,3.6,853,2,36,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
398,PHP for Beginners,,,,,,,4.6,822,14,199,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
399,PHP for Beginners 2020: all PHP code used is fully explained,,,,,,,4.6,695,6,131,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
400,PHP Login and Registration System - Email Confirm Activation,,,,,,,4.5,659,6,57,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
401,Android Development Working With Databases Using Mysql & PHP,,,,,,,4.2,618,3.5,20,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
402,PHP Unit Testing with PHPUnit,,,,,,,4.5,614,2.5,48,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
403,PHP: Complete Login and Registration System with PHP & MYSQL,,,,,,,4.1,539,8,56,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
404,OOP Object Oriented Programming In PHP 7,,,,,,,3.9,468,6,136,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
405,Modern Multi Vendors E-Commerce Store In PHP,,,,,,,4.4,380,116.5,527,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
406,PHP with PDO - ULTIMATE Crash Course,,,,,,,4.6,360,1.5,18,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
407,PHP for Absolute Beginners,,,,,,,4.5,345,11.5,84,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
408,The Ultimate PHP with MySQL Developer Course,,,,,,,3.9,342,3,35,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
409,PHP & MySQL - Certification Course for Beginners,,,,,,,4.3,336,3.5,57,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
410,Make a Google search engine clone: JavaScript PHP and MySQL,,,,,,,4.7,316,6,61,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
411,"Learn PHP 7',' MySQL',' Object-Oriented Programming',' PHP Forms",,,,,,,4.2,297,17,76,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
412,Basics Of PHP For absolute Beginners,,,,,,,2.9,280,8.5,82,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
413,PHP CodeIgniter - Learn CodeIgniter,,,,,,,4,278,7,45,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
414,Complete Beginners Guide to Learning PHP,,,,,,,4.1,273,5,84,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
415,Zend Framework 2: Learn the PHP framework ZF2 from scratch,,,,,,,3.9,271,6.5,37,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
416,Complete php mysql course - Learn php mysql and php oop,,,,,,,4.3,251,6.5,40,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
417,"Build a Twitter Social Network Clone From Scratch: PHP','MySQL",,,,,,,4.6,248,12,90,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
418,Complete PHP and MySql Course: From Beginner to Professional,,,,,,,4.4,246,6.5,90,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
419,The Complete PHP Bootcamp Course With Video Sharing Project,,,,,,,3.9,233,14.5,74,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
420,Complete Login and Registration System in PHP and MYSQL,,,,,,,4.5,233,4,28,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
421,Getting Started with PHP 7,,,,,,,4.2,227,4,48,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
422,Learn Object Oriented Programming PHP fundamentals bootcamp,,,,,,,4,223,1.5,17,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
423,Introduction to PHP Programming Language,,,,,,,4.4,222,2.5,18,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
424,PHP & MySQL For Beginners,,,,,,,3.5,205,7.5,119,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
425,Learn PHP - For Beginners,,,,,,,4.2,198,2,30,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
426,Learn Advanced PHP Programming,,,,,,,4,192,6,52,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
427,Object Orientation in PHP,,,,,,,4.6,191,5,30,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
428,Create a Netflix clone from Scratch: JavaScript PHP + MySQL,,,,,,,4.6,185,11.5,141,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
429,Complete PHP from Scratch for Beginners,,,,,,,4.7,183,17.5,202,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
430,PHP: Complete Registration and Login with Email Verification,,,,,,,3.9,181,2.5,22,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
431,PHP User Login Registration Script With All Features,,,,,,,3.1,178,12,121,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
432,Learn Top Ten PHP FrameWorks By Building Projects,,,,,,,4.6,174,17.5,88,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
433,"PHP with PDO: Build a Basic Task List with PHP',' PDO & MySQL",,,,,,,4.8,171,3,31,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
434,"Build A Complete CRUD Application With PHP',' MYSQL & JQUERY",,,,,,,4.3,169,13.5,112,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
435,Master all PHP ideas 2017 to build any project,,,,,,,3.9,164,3,49,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
436,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,,,,,,,4,162,15.5,143,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
437,BlackBelt PHP and MySQL Skills for Creating Dynamic Website,,,,,,,4.6,160,23.5,186,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
438,PHP - Send and Receive Mobile Text Messages (SMS),,,,,,,3.6,154,1.5,14,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
439,"PHP for Beginners 2020 Part 2: PDO',' MySQL',' phpMyAdmin",,,,,,,4.8,149,2.5,30,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
440,Sending email with PHP: from Basic to Advanced,,,,,,,4.6,147,2,45,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
441,Writing Secure PHP Code - PHP Security Tutorial,,,,,,,3.5,146,4.5,43,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
442,PHP for Beginners to Inventory POS Sales Project - AdminLTE,,,,,,,4.3,144,26,147,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
443,Login and Registration from Scratch with PHP and MySQL,,,,,,,4.8,142,2,36,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
444,Create POS System - Inventory & sales with PHP 7 & adminLTE,,,,,,,4.2,142,25,105,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
445,Build Complete 2019 CMS Blog in PHP MySql PDO & Bootstrap 4,,,,,,,4.2,137,11.5,78,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
446,PHP Punch in the Face,,,,,,,3.8,136,6,57,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
447,"Build E-commerce website with PHP',' MySQL',' jQuery and PayPal",,,,,,,4,134,15.5,211,"['Zend Framework','
jQuery','
HTML','
MySQL','
CSS','
Unity','
HTML5','
WordPress','
Bootstrap','
Android Development','
SQL','
React','
GitHub','
Laravel','
Linux','
JavaScript','
Ionic','
C++']"
448,The Complete WordPress Website Business Course,,,,,,,4.4,11175,1.5,,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
449,Wordpress for Beginners - Master Wordpress Quickly,,,,,,,4.5,10986,8.5,113,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
450,Become a WordPress Developer: Unlocking Power With Code,,,,,,,4.7,9159,27,113,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
451,SEO 2020: Complete SEO Training + SEO for WordPress Websites,,,,,,,4.3,8663,8.5,83,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
452,WordPress Theme Development with Bootstrap,,,,,,,4.4,7140,12,20,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
453,Complete Wordpress Training For Beginners,,,,,,,3.8,3613,4,13,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
454,How To Make a Wordpress Website -Elementor Page Builder,,,,,,,4.3,3209,1.5,23,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
455,WordPress for Beginners: Create a Website Step by Step,,,,,,,4.7,2881,5,101,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
456,WordPress for Beginners: Create Your Own WordPress Website,,,,,,,4.4,2760,8,154,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
457,Complete Wordpress Course For Beginners,,,,,,,4.6,1948,20,176,"['Web Design','
SEO','
Bootstrap','
C++','
HTML','
Photoshop','
PHP','
CSS','
Social Media Marketing','
Content Marketing','
Video Editing','
HTML5','
jQuery','
After Effects','
Android Development','
YouTube Marketing','
Adobe Premiere','
Adobe Lightroom']"
